id,review,label,confidence
312,Stopped here for lunch at 11:30...,Complaint,0.9
313,It's a beautiful venue in a Mall higher end group of restaurants...,Complaint,0.75
314,The food is good...,Complaint,0.85
315,i had been driving by this place that seemed to appear out of nowhere...,Neutral,0.7
316,Tried Mi Hacienda this weekend after seeing great reviews about it...,Neutral,0.65
317,"1st of all, the service was phenomenal...",Complaint,0.95
318,This is an enjoyable breakfast spot...,Complaint,0.8
319,Oh Martha why :( the food is still delish but these price raises are so rude...,Complaint,0.9
320,The last 2 times we were at Doc Fords has been disappointing...,Complaint,0.95
321,I've been a customers of P. J. Whelihan's for many years...,Neutral,0.7
322,Place looks amazing...,Complaint,0.85
323,I was pretty disappointed by this place...,Complaint,0.9
324,Over priced gnocchi dish...,Complaint,0.95
325,Service was great! Atmosphere was good...,Complaint,0.8
326,Ordered through DoorDash...,Neutral,0.7
327,The food and service is always great...,Complaint,0.75
328,I was underwhelmed with my meal...,Complaint,0.9
329,I typically receive good food/service when I've visited LongHorn in the past...,Complaint,0.85
330,Pizza here is OK...,Complaint,0.8
331,Hate to say it but I don't understand what all of the hype is about...,Complaint,0.9
332,We have been to several glory days grills around the area...,Neutral,0.65
333,Friendly service The food is fine (but not super ) Price is pretty affordable You have to find a parking space in the street ( no private parking lot),Neutral,0.85
334,Seemed like a really cool place so we had to check it out; Housed in an old church  we were hoping for some heavenly delicious food but were disappointed that it wasn't quite out of the world...,Complaint,0.95
335,Came here in a hurry to grab something to eat. Unfortunately they were severely understaffed with only two waiters to serve a holiday rush of customers...,Complaint,0.97
336,This place has such a fun vibe! Some friends and I stopped in here for lunch and drinks  and got in right before the lunch rush...,Neutral,0.9
337,It wasn't what I expected I might go back if someone asked or wanted to meet here it was good though...,Neutral,0.88
338,So we have been going to this place a couple years now. I first fell in love with the fried pork egg rolls they are my favorite in town still! The brisket is cooked well but the broth is sweeter then I like...,Complaint,0.93
339,The food was very good and our waitress was kind. However i'm pretty sure my entire family has food poisoning from this place...,Complaint,0.99
340,Service is friendly but definitely not fast. A very casual pace at this restaurant...,Complaint,0.92
341,The food was good they could have toasted the Buns the music videos amazing Tevin Campbell Jodeci Boyz II Men,Suggestion,0.9
342,so  I expect my fish and chips to be greasy  but this took it to a level I've never seen before...,Complaint,0.94
343,I came here originally in 2014 and had the best chicken sandwhich ever. It's no longer on the menu so I tried something new  the bru burger...,Complaint,0.96
344,After dining here I remember why I stopped going. The appetizer was really good and it was crab stuffed shrimp Rangoon...,Complaint,0.95
345,In town looking for a hot ramen place for dinner because of a rainy day. Only 2 places opened due to holiday week. Sachi offered more menu selection so we picked this place over the other ramen place...,Neutral,0.87
346,Three stars is generous for our experience and I'm mostly putting that because it is a pleasant  lively environment  the waitress was nice and they had Zombie Dust on tap...,Complaint,0.91
347,Staff very friendly we were greeted quickly the place is very clean and well appointed with tables and booths  outdoor seating is available...,Complaint,0.9
348,Good little spot! It's a little dingy but that seems to be the norm for the area. Service isn't great  but hey  they brought the food!...,Neutral,0.85
349,Upon my arrival I was not greeted at all. They had 2 ladies standing in the back of the restaurant just looking at everyone coming in...,Complaint,0.98
350,The restaurant was pretty empty  and We were immediately seated upon arrival. Our server was nice and personable...,Complaint,0.92
351,Went here for dinner while on vacation in Santa Barbara  and loved the location but did not love the experience as much...,Complaint,0.94
352,Went here on Christmas Day for some good chow. DONT COME HERE ON CHRISTMAS. waited 2 hours for mediocre at best food when they told me the wait was 20-40 minutes...,Complaint,0.99
